author_name,document_name,document_path,feature_path
263212,14-263212.txt,BlogsAll/263212/14-263212.txt,BlogsAll/263212/14-263212.pkl
263212,92-263212.txt,BlogsAll/263212/92-263212.txt,BlogsAll/263212/92-263212.pkl
263212,38-263212.txt,BlogsAll/263212/38-263212.txt,BlogsAll/263212/38-263212.pkl
263212,24-263212.txt,BlogsAll/263212/24-263212.txt,BlogsAll/263212/24-263212.pkl
263212,40-263212.txt,BlogsAll/263212/40-263212.txt,BlogsAll/263212/40-263212.pkl
263212,46-263212.txt,BlogsAll/263212/46-263212.txt,BlogsAll/263212/46-263212.pkl
263212,19-263212.txt,BlogsAll/263212/19-263212.txt,BlogsAll/263212/19-263212.pkl
263212,17-263212.txt,BlogsAll/263212/17-263212.txt,BlogsAll/263212/17-263212.pkl
263212,2-263212.txt,BlogsAll/263212/2-263212.txt,BlogsAll/263212/2-263212.pkl
263212,30-263212.txt,BlogsAll/263212/30-263212.txt,BlogsAll/263212/30-263212.pkl
263212,85-263212.txt,BlogsAll/263212/85-263212.txt,BlogsAll/263212/85-263212.pkl
263212,87-263212.txt,BlogsAll/263212/87-263212.txt,BlogsAll/263212/87-263212.pkl
263212,63-263212.txt,BlogsAll/263212/63-263212.txt,BlogsAll/263212/63-263212.pkl
263212,9-263212.txt,BlogsAll/263212/9-263212.txt,BlogsAll/263212/9-263212.pkl
263212,88-263212.txt,BlogsAll/263212/88-263212.txt,BlogsAll/263212/88-263212.pkl
263212,20-263212.txt,BlogsAll/263212/20-263212.txt,BlogsAll/263212/20-263212.pkl
263212,44-263212.txt,BlogsAll/263212/44-263212.txt,BlogsAll/263212/44-263212.pkl
263212,29-263212.txt,BlogsAll/263212/29-263212.txt,BlogsAll/263212/29-263212.pkl
263212,50-263212.txt,BlogsAll/263212/50-263212.txt,BlogsAll/263212/50-263212.pkl
263212,67-263212.txt,BlogsAll/263212/67-263212.txt,BlogsAll/263212/67-263212.pkl
263212,59-263212.txt,BlogsAll/263212/59-263212.txt,BlogsAll/263212/59-263212.pkl
263212,28-263212.txt,BlogsAll/263212/28-263212.txt,BlogsAll/263212/28-263212.pkl
263212,11-263212.txt,BlogsAll/263212/11-263212.txt,BlogsAll/263212/11-263212.pkl
263212,5-263212.txt,BlogsAll/263212/5-263212.txt,BlogsAll/263212/5-263212.pkl
263212,4-263212.txt,BlogsAll/263212/4-263212.txt,BlogsAll/263212/4-263212.pkl
263212,48-263212.txt,BlogsAll/263212/48-263212.txt,BlogsAll/263212/48-263212.pkl
263212,49-263212.txt,BlogsAll/263212/49-263212.txt,BlogsAll/263212/49-263212.pkl
263212,6-263212.txt,BlogsAll/263212/6-263212.txt,BlogsAll/263212/6-263212.pkl
263212,71-263212.txt,BlogsAll/263212/71-263212.txt,BlogsAll/263212/71-263212.pkl
263212,27-263212.txt,BlogsAll/263212/27-263212.txt,BlogsAll/263212/27-263212.pkl
263212,21-263212.txt,BlogsAll/263212/21-263212.txt,BlogsAll/263212/21-263212.pkl
263212,99-263212.txt,BlogsAll/263212/99-263212.txt,BlogsAll/263212/99-263212.pkl
263212,90-263212.txt,BlogsAll/263212/90-263212.txt,BlogsAll/263212/90-263212.pkl
263212,100-263212.txt,BlogsAll/263212/100-263212.txt,BlogsAll/263212/100-263212.pkl
263212,78-263212.txt,BlogsAll/263212/78-263212.txt,BlogsAll/263212/78-263212.pkl
263212,37-263212.txt,BlogsAll/263212/37-263212.txt,BlogsAll/263212/37-263212.pkl
263212,72-263212.txt,BlogsAll/263212/72-263212.txt,BlogsAll/263212/72-263212.pkl
263212,60-263212.txt,BlogsAll/263212/60-263212.txt,BlogsAll/263212/60-263212.pkl
263212,57-263212.txt,BlogsAll/263212/57-263212.txt,BlogsAll/263212/57-263212.pkl
263212,64-263212.txt,BlogsAll/263212/64-263212.txt,BlogsAll/263212/64-263212.pkl
263212,22-263212.txt,BlogsAll/263212/22-263212.txt,BlogsAll/263212/22-263212.pkl
263212,43-263212.txt,BlogsAll/263212/43-263212.txt,BlogsAll/263212/43-263212.pkl
263212,54-263212.txt,BlogsAll/263212/54-263212.txt,BlogsAll/263212/54-263212.pkl
263212,41-263212.txt,BlogsAll/263212/41-263212.txt,BlogsAll/263212/41-263212.pkl
263212,31-263212.txt,BlogsAll/263212/31-263212.txt,BlogsAll/263212/31-263212.pkl
263212,66-263212.txt,BlogsAll/263212/66-263212.txt,BlogsAll/263212/66-263212.pkl
263212,77-263212.txt,BlogsAll/263212/77-263212.txt,BlogsAll/263212/77-263212.pkl
263212,45-263212.txt,BlogsAll/263212/45-263212.txt,BlogsAll/263212/45-263212.pkl
263212,10-263212.txt,BlogsAll/263212/10-263212.txt,BlogsAll/263212/10-263212.pkl
263212,70-263212.txt,BlogsAll/263212/70-263212.txt,BlogsAll/263212/70-263212.pkl
263212,23-263212.txt,BlogsAll/263212/23-263212.txt,BlogsAll/263212/23-263212.pkl
263212,96-263212.txt,BlogsAll/263212/96-263212.txt,BlogsAll/263212/96-263212.pkl
263212,16-263212.txt,BlogsAll/263212/16-263212.txt,BlogsAll/263212/16-263212.pkl
263212,84-263212.txt,BlogsAll/263212/84-263212.txt,BlogsAll/263212/84-263212.pkl
263212,83-263212.txt,BlogsAll/263212/83-263212.txt,BlogsAll/263212/83-263212.pkl
263212,73-263212.txt,BlogsAll/263212/73-263212.txt,BlogsAll/263212/73-263212.pkl
263212,32-263212.txt,BlogsAll/263212/32-263212.txt,BlogsAll/263212/32-263212.pkl
263212,89-263212.txt,BlogsAll/263212/89-263212.txt,BlogsAll/263212/89-263212.pkl
263212,65-263212.txt,BlogsAll/263212/65-263212.txt,BlogsAll/263212/65-263212.pkl
263212,79-263212.txt,BlogsAll/263212/79-263212.txt,BlogsAll/263212/79-263212.pkl
263212,68-263212.txt,BlogsAll/263212/68-263212.txt,BlogsAll/263212/68-263212.pkl
263212,7-263212.txt,BlogsAll/263212/7-263212.txt,BlogsAll/263212/7-263212.pkl
263212,8-263212.txt,BlogsAll/263212/8-263212.txt,BlogsAll/263212/8-263212.pkl
263212,1-263212.txt,BlogsAll/263212/1-263212.txt,BlogsAll/263212/1-263212.pkl
263212,94-263212.txt,BlogsAll/263212/94-263212.txt,BlogsAll/263212/94-263212.pkl
263212,74-263212.txt,BlogsAll/263212/74-263212.txt,BlogsAll/263212/74-263212.pkl
263212,12-263212.txt,BlogsAll/263212/12-263212.txt,BlogsAll/263212/12-263212.pkl
263212,55-263212.txt,BlogsAll/263212/55-263212.txt,BlogsAll/263212/55-263212.pkl
263212,82-263212.txt,BlogsAll/263212/82-263212.txt,BlogsAll/263212/82-263212.pkl
